date,target_open,target_close,benchmark_close,buy_amount,buy_shares,sell_value,realized_pnl_before_tax,realized_pnl_after_tax,tax,interest,gross_exposure,cash,equity,unrealized_pnl,margin_ratio,maintenance_ratio,selected_params_id,events
2014-01-29,5100.0,5220.0,15383.91015625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-01-30,4955.0,4955.0,15007.0595703125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-01-31,5050.0,4890.0,14914.5302734375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-03,4815.0,4715.0,14619.1298828125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-04,4425.0,4335.0,14008.4697265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-05,4460.0,4415.0,14180.3798828125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-06,4450.0,4405.0,14155.1201171875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-07,4545.0,4585.0,14462.41015625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-10,4705.0,4750.0,14718.33984375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-12,4825.0,4790.0,14800.0595703125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-13,4785.0,4635.0,14534.740234375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-14,4635.0,4490.0,14313.0302734375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-17,4500.0,4545.0,14393.1103515625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-18,4610.0,4825.0,14843.240234375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-19,4750.0,4780.0,14766.5302734375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-20,4725.0,4565.0,14449.1796875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-21,4700.0,4835.0,14865.669921875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-24,4790.0,4815.0,14837.6796875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-25,4920.0,4950.0,15051.599609375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-26,4865.0,4910.0,14970.9697265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-27,4885.0,4870.0,14923.1103515625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-02-28,4870.0,4810.0,14841.0703125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-03,4705.0,4690.0,14652.23046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-04,4630.0,4735.0,14721.48046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-05,4900.0,4850.0,14897.6298828125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-06,4870.0,5015.0,15134.75,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-07,5090.0,5100.0,15274.0703125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-10,5050.0,4990.0,15120.1396484375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-11,5035.0,5065.0,15224.1103515625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-12,4920.0,4810.0,14830.3896484375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-13,4815.0,4790.0,14815.98046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-14,4555.0,4460.0,14327.66015625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-17,4450.0,4440.0,14277.669921875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-18,4590.0,4520.0,14411.26953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-19,4575.0,4555.0,14462.51953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-20,4605.0,4410.0,14224.23046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-24,4435.0,4550.0,14475.2998046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-25,4495.0,4520.0,14423.1904296875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-26,4570.0,4540.0,14477.16015625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-27,4490.0,4710.0,14622.8896484375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-28,4665.0,4755.0,14696.0302734375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-03-31,4830.0,4815.0,14827.830078125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-01,4855.0,4820.0,14791.990234375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-02,4885.0,4925.0,14946.3203125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-03,4960.0,5000.0,15071.8798828125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-04,4960.0,5000.0,15063.76953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-07,4865.0,4830.0,14808.849609375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-08,4775.0,4705.0,14606.8798828125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-09,4605.0,4505.0,14299.6904296875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-10,4625.0,4500.0,14300.1201171875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-11,4280.0,4285.0,13960.0498046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-14,4240.0,4270.0,13910.16015625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-15,4345.0,4305.0,13996.8095703125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-16,4405.0,4560.0,14417.6796875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-17,4545.0,4570.0,14417.5302734375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-18,4615.0,4625.0,14516.26953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-21,4645.0,4625.0,14512.3798828125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-22,4660.0,4540.0,14388.76953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-23,4610.0,4645.0,14546.26953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-24,4650.0,4565.0,14404.990234375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-25,4535.0,4580.0,14429.259765625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-28,4495.0,4485.0,14288.23046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-04-30,4560.0,4480.0,14304.1103515625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-01,4515.0,4595.0,14485.1298828125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-02,4575.0,4580.0,14457.509765625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-07,4465.0,4330.0,14033.4501953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-08,4380.0,4390.0,14163.7802734375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-09,4350.0,4415.0,14199.58984375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-12,4405.0,4390.0,14149.51953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-13,4530.0,4545.0,14425.4404296875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-14,4535.0,4545.0,14405.759765625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-15,4450.0,4470.0,14298.2099609375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-16,4340.0,4355.0,14096.58984375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-19,4380.0,4300.0,14006.4404296875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-20,4340.0,4335.0,14075.25,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-21,4270.0,4320.0,14042.169921875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-22,4400.0,4495.0,14337.7900390625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-23,4525.0,4575.0,14462.169921875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-26,4645.0,4655.0,14602.51953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-27,4655.0,4680.0,14636.51953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-28,4680.0,4700.0,14670.9501953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-29,4650.0,4710.0,14681.7197265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-05-30,4730.0,4680.0,14632.3798828125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-02,4785.0,4880.0,14935.919921875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-03,4965.0,4945.0,15034.25,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-04,4960.0,4955.0,15067.9599609375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-05,4990.0,4975.0,15079.3701171875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-06,4995.0,4965.0,15077.240234375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-09,5045.0,4990.0,15124.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-10,5000.0,4900.0,14994.7998046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-11,4900.0,4950.0,15069.48046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-12,4880.0,4885.0,14973.5302734375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-13,4810.0,4980.0,15097.83984375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-16,4945.0,4865.0,14933.2900390625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-17,4890.0,4885.0,14975.9697265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-18,4920.0,4995.0,15115.7998046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-19,5000.0,5145.0,15361.16015625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-20,5140.0,5130.0,15349.419921875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-23,5180.0,5150.0,15369.2802734375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-24,5105.0,5165.0,15376.240234375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-25,5105.0,5085.0,15266.6103515625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-26,5120.0,5120.0,15308.490234375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-27,5100.0,4965.0,15095.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-06-30,5010.0,5015.0,15162.099609375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-01,5020.0,5125.0,15326.2001953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-02,5175.0,5155.0,15369.9697265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-03,5180.0,5135.0,15348.2900390625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-04,5230.0,5200.0,15437.1298828125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-07,5195.0,5170.0,15379.4404296875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-08,5110.0,5120.0,15314.41015625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-09,5035.0,5115.0,15302.650390625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-10,5115.0,5055.0,15216.4697265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-11,4990.0,5025.0,15164.0400390625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-14,5045.0,5110.0,15296.8203125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-15,5140.0,5170.0,15395.16015625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-16,5145.0,5155.0,15379.2998046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-17,5185.0,5155.0,15370.259765625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-18,5030.0,5055.0,15215.7099609375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-22,5095.0,5125.0,15343.2802734375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-23,5145.0,5115.0,15328.5595703125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-24,5130.0,5090.0,15284.419921875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-25,5140.0,5205.0,15457.8701171875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-28,5190.0,5260.0,15529.400390625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-29,5285.0,5315.0,15618.0703125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-30,5335.0,5335.0,15646.23046875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-07-31,5400.0,5320.0,15620.76953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-01,5250.0,5265.0,15523.1103515625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-04,5240.0,5230.0,15474.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-05,5245.0,5115.0,15320.3095703125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-06,5080.0,5025.0,15159.7900390625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-07,5005.0,5050.0,15232.3701171875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-08,4930.0,4760.0,14778.3701171875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-11,4925.0,4980.0,15130.51953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-12,4990.0,5000.0,15161.3095703125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-13,4980.0,5035.0,15213.6298828125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-14,5075.0,5090.0,15314.5703125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-15,5100.0,5100.0,15318.33984375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-18,5115.0,5100.0,15322.599609375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-19,5185.0,5190.0,15449.7900390625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-20,5210.0,5190.0,15454.4501953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-21,5230.0,5280.0,15586.2001953125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-22,5295.0,5250.0,15539.1904296875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-25,5285.0,5300.0,15613.25,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-26,5285.0,5235.0,15521.2197265625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-27,5250.0,5250.0,15534.8203125,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-28,5215.0,5190.0,15459.8603515625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-08-29,5170.0,5175.0,15424.58984375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-09-01,5200.0,5205.0,15476.599609375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-09-02,5235.0,5340.0,15668.599609375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-09-03,5415.0,5375.0,15728.349609375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-09-04,5360.0,5345.0,15676.1796875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-09-05,5420.0,5345.0,15668.6796875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-09-08,5375.0,5360.0,15705.1103515625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-09-09,5420.0,5390.0,15749.150390625,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
2014-09-10,5325.0,5415.0,15788.7802734375,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,0.0,inf,inf,-1,
